,businessLicenseNumber,businessPerson,certStr,epsAddress,epsName,epsProductAddress,isimport,legalPerson,processid,productSn,qfManagerName,qualityPerson,rcManagerDepartName,rcManagerUser,xkDate,xkDateStr,xkName,xkType
2036,91320116302603720Q,栾泽文,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类）,南京市江北新区智能制造产业园（中山园区）科创大道9号C11幢201室,南京日光生物科技有限公司,南京市江北新区智能制造产业园（中山园区）科创大道9号C11幢201室,N,栾雨晴,20190716101712206wzuhx,苏妆20160004,江苏省药品监督管理局,吴发茂,南京市市场监督管理局,倪永兵，史祖如，杨敏,2024-09-14,2019-07-16,蒋永兆,206
2037,91310117133823406W,鲍滢,一般液态单元（护发清洁类、护肤水类#）；膏霜乳液单元（护肤清洁类#、护发类）；粉单元（散粉类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市松江区车墩镇新车公路418弄7、9、10号,上海利旁包装有限公司,上海市松江区车墩镇新车公路418弄7、9、10号,Y,夏卫平,,沪妆20160170,上海市药品监督管理局,史美勋,上海市松江区市场监督管理局,汤晓平、柏俊华,2021-12-19,2019-07-16,郭术廷,206
2038,91610122MA6TYQ0G1M,薛娟,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类）,蓝田县玉山镇工业园8号许庙村民委员会院内,西安巨绅生物科技有限公司,蓝田县玉山镇工业园8号许庙村民委员会院内,N,薛娟,20190429135420206eb4uu,陕妆20180010,陕西省药品监督管理局,雷理音,蓝田县玉山食品药品监督管理所,刘炫彤、杨震,2023-11-13,2019-07-15,任彦保,206
2039,913702115797783719,李伟,()化妆品,青岛市黄岛区明月路777号,青岛明月爱熙化妆品有限公司,青岛市黄岛区明月路777号,Y,张健,,鲁妆20160019,山东省食品药品监督管理局,高克栋,青岛市黄岛区市场监督管理局,刘伟  刘桂玉,2021-09-04,2019-07-15,王建政,206
2040,91230800MA1B9D3M2W,黄河,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；蜡基单元（蜡基类）；牙膏单元（牙膏类）,黑龙江省佳木斯市郊区黑锻社区友谊路212-1号,黑龙江金旺生物药品制造有限公司,黑龙江省佳木斯市郊区黑锻社区友谊路212-1号,N,黄河,20190710092640206xnh19,黑妆20190004,黑龙江省药品监督管理局,朱明明,黑龙江省药品监督管理局,张跃晨  郭欣,2024-05-27,2019-07-15,韩爱冬,206
2041,91440101MA59J0M087,张新华,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区江高镇珠江村塘荔路25、27号（自主申报）,广州市鑫晞莱生物科技有限公司,广州市白云区江高镇珠江村塘荔路25、27号,Y,闫文芳,,粤妆20170422,广东省药品监督管理局,谭理学,白云区局江高食品药品监督管理所,朱志杰、许焯文,2023-09-28,2019-07-11,严振,206
2042,91410821MA45XL8U2J,靳小英,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类）,修武县云台大道与云翔路交叉口西500米路北,河南怀雪生物科技有限公司,修武县云台大道与云翔路交叉口西500米路北,N,靳小英,20190707143429201t1ec5,豫妆20190004,河南省药品监督管理局,鹿新花,修武县市场监督管理局,赵陆军、赵小花,2024-07-10,2019-07-11,王景峰,201
2043,91330782MA2DDXXK76,于泽,粉单元；蜡基单元；（具体产品类别见副本） ,浙江省金华市义乌市浙江省金华市义乌市义亭镇甘塘西路6号,义乌市凯娅尼化妆品有限公司,浙江省金华市义乌市义亭镇甘塘西路6号,Y,于泽,,浙妆20190035,浙江省药品监督管理局,夏艳杰,义乌市市场监督管理局,俞殷子，龚亮亮,2024-07-09,2019-07-10,苏志良,201
2044,91440114578014767E,高峰,气雾剂及有机溶剂单元（有机溶剂类）,广州市花都区新华工业区大布路53号401室,广州市卡伽化妆品实业有限公司,广州市花都区新华工业区大布路53号401室,Y,高峰,,粤妆20190127,广东省药品监督管理局,石亮,花都区局新雅食品药品监管所,余炳辉、危兆志、赵春云、刘炽洪,2024-07-09,2019-07-10,严振,206
2045,91440101MA59H33Q7L,刘明明,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）,广州市荔湾区东沙荷景路9号2幢201房,广州市如如生物科技有限公司,广州市荔湾区东沙荷景路9号2幢201房,Y,刘明明,,粤妆20170511,广东省药品监督管理局,黄声凯,荔湾区局东沙食品药品监督管理所,陈俊东、许伟昌,2022-09-10,2019-07-10,严振,206
2046,913205057827145846,刘惠芬,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,苏州高新区泰山路670号,苏州洋博士生物工程有限公司,苏州高新区泰山路670号,N,刘惠芬,20190706115055206r9jc9,苏妆20160153,江苏省药品监督管理局,刘艳,苏州高新区（虎丘区）市场监督管理局,董亮、何东宇、朱秀兰、徐新杰,2023-01-27,2019-07-10,陈建平,206
2047,91330122MA2B01T67P,李玲玲,一般液态单元-不含眼部用护肤类、婴儿和儿童用护肤类化妆品；膏霜乳液单元-不含眼部用护肤类、婴儿和儿童用护肤类化妆品；（具体产品类别见副本） ,浙江省杭州市桐庐县浙江省杭州市桐庐县县城乔林路1118号1#楼2-3层,杭州新画面生物科技有限公司,浙江省杭州市桐庐县县城乔林路1118号1#楼2-3层,Y,李玲玲,,浙妆20190034,浙江省药品监督管理局,高谭龙,桐庐县市场监督管理局,余小彦，赵丽萍,2024-07-08,2019-07-09,苏志良,201
2048,91460100MA5T7GRP01,林瀚,一般液态单元（啫喱类、护发清洁类、护肤水类）#；膏霜乳液单元（护发类、护肤清洁类）#,海南省海口市秀英区港澳大道26号,海南荟研生物工程有限公司,海南省海口市秀英区港澳大道26号,N,林瀚,20190711132946201h33nw,琼妆20190003,海南省药品监督管理局,林伟,海南省药品监督管理局,孙厚石、曾佑校,2024-07-09,2019-07-09,刘鸿涛,201
2049,91230100734603468U,肖雯娟,一般液态单元（啫喱类）；膏霜乳液单元（护肤清洁类）,哈尔滨市道里区机场路22公里,哈尔滨美华生物技术股份有限公司,哈尔滨市道里区机场路22公里,N,肖雯娟,20190613090454201vp5bt,黑妆20190007,黑龙江省药品监督管理局,张磊,黑龙江药品监督管理局,张跃晨  郭欣,2024-07-08,2019-07-08,韩爱冬,201
2050,91330782MA2E5MT48K,王义斌,粉单元；（具体产品类别见副本） ,浙江省金华市义乌市浙江省金华市义乌市义亭镇稠义路179号4号楼3楼,义乌市研美生物科技有限公司,浙江省金华市义乌市义亭镇稠义路179号4号楼3楼,Y,王义斌,,浙妆20190032,浙江省药品监督管理局,雷卫平,义乌市市场监督管理局,"杨志琴,  龚亮亮",2024-07-04,2019-07-05,苏志良,201
2051,915201153373932841,朱勇,一般液态单元（护肤水类）,贵州省铜仁市沿河土家族自治县经济开发区A区2栋4楼,贵州真阳纳米医药科技有限公司,贵州省铜仁市沿河土家族自治县经济开发区A区,N,朱勇,20190517160709201f8k05,贵妆20190001,贵州省药品监督管理局,欧苏,沿河土家族自治县市场监督管理局,侯桂蓉、余华波,2024-07-03,2019-07-04,廖昌晖,201
2052,91440101726781088K,林文周,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；蜡基单元（蜡基类）,广州市白云区江高镇振兴北路63号,广州市采诗化妆品有限公司,广州市白云区江高镇振兴北路63号,Y,陈坤池,,粤妆20160412,广东省药品监督管理局,樊豫萍,白云区局江高食品药品监督管理所,朱志杰、许焯文,2024-07-02,2019-07-03,严振,206
2053,914401113401914645,李文科,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类）,广州市白云区钟落潭镇天城庄路10号,广州市诺兰精细化工有限公司,广州市白云区良田工业园天城庄路10号3#楼左边厂房3、4、5层,Y,李文科,,粤妆20160222,广东省药品监督管理局,冷梦亮,白云区局钟落潭食品药品监督管理所,谢庆行、梁嘉伦,2024-07-01,2019-07-02,严振,206
2054,91440606661495485X,潘炳雄,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；蜡基单元（蜡基类）,佛山市顺德区勒流富安工业区莲花路3号,佛山市万盈化妆品有限公司,佛山市顺德区勒流富安工业区莲花路3号,Y,潘炳雄,,粤妆20160117,广东省药品监督管理局,张定良,顺德区食品药品监督管理局,冯嘉斯、张建滨,2023-07-08,2019-07-02,严振,206
2055,91320381MA1P51001F,王成良,一般液态单元（啫喱类、护发清洁类、护肤水类、染烫发类）；膏霜乳液单元（护发类、护肤清洁类、染烫发类）,新沂市邵店镇工业园（振兴西路）,江苏彪发化妆品有限公司,新沂市邵店镇工业园6#7#厂房,N,陆正宏,201906032204352019e5oq,苏妆20190022,江苏省药品监督管理局,尚立场,江苏省药品监督管理局,徐勤、周烽,2024-07-01,2019-07-02,于萌,201
2056,91320281MA1X79WK9E,黄海澜,一般液态单元（护肤水类）；气雾剂及有机溶剂单元（气雾剂类）,江苏省江阴市徐霞客镇璜塘工业园区理研路2号,无锡市珈仕兰日化科技有限公司,江苏省江阴市徐霞客镇璜塘工业园区理研路2号,N,黄海澜,201905231338022014xz5p,苏妆20190020,江苏省药品监督管理局,徐锡森,江苏省药品监督管理局,徐勤、周烽,2024-07-01,2019-07-02,于萌,201
2057,91440111347395486T,詹伟钦,气雾剂及有机溶剂单元（有机溶剂类）,广州市白云区白云湖街夏茅十五社工业区1号盛旺工业园二期B栋二楼,广州卓旺生物科技有限公司,广州市白云区白云湖街夏茅十五社工业区1号盛旺工业园二期B栋二楼,Y,詹伟钦,,粤妆20160061,广东省药品监督管理局,魏家波,白云区局白云湖食品药品监督管理所,阮家兴、陈昕锋,2024-06-30,2019-07-01,严振,206
2058,91330782MA2E5RPT0D,金康平,气雾剂及有机溶剂单元；（具体产品类别见副本） ,浙江省金华市义乌市浙江省金华市义乌市廿三里街道义东工业园宝丰路15号,浙江简尚化妆品有限公司,浙江省金华市义乌市廿三里街道义东工业园宝丰路15号,Y,金康平,,浙妆20190028,浙江省药品监督管理局,周丽杨,义乌市市场监督管理局,金炀，吴依达,2024-06-27,2019-06-28,苏志良,201
2059,91440400MA525NW01J,彭春香,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,珠海市金湾区红旗镇联港工业区双林片创业西路五号厂房四第二层东面,珠海科娜生物科技有限公司,珠海市金湾区红旗镇联港工业区双林片创业西路五号厂房四第二层东面,Y,彭春香,,粤妆20190120,广东省药品监督管理局,罗远华,珠海市市场监督管理局,贾立平  沈林强,2024-06-27,2019-06-28,严振,201
2060,91440400MA5162MEXL,姚玉琴,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类）,珠海市斗门区白蕉镇开发区福盛路9号（1号厂房）4楼A区,珠海水溢生物科技有限公司,珠海市斗门区白蕉镇开发区福盛路9号（1号厂房）4楼A区,Y,吴胜虎,,粤妆20190119,广东省药品监督管理局,李小曼,珠海市市场监督管理局,贾立平  沈林强,2024-06-27,2019-06-28,严振,201
2061,91330782798550692R,吴璀林,一般液态单元；蜡基单元；粉单元；膏霜乳液单元（具体产品类别见副本） ,浙江省金华市义乌市浙江省金华市义乌市义亭镇上鲍西塘村,义乌市美蝶化妆品有限公司,浙江省金华市义乌市义亭镇上鲍西塘村,Y,吴璀林,,浙妆20160235,浙江省药品监督管理局,朱文华,义乌市市场监督管理局,杨志琴、李康,2024-06-25,2019-06-26,苏志良,202
2062,9143010007719849XM,张献冲,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；蜡基单元（蜡基类）,长沙经济技术开发区人民东路中部智谷工业园5栋102、202、302,康多宝医疗健康产品（湖南）有限公司,长沙经济技术开发区人民东路中部智谷工业园5栋102、202、302,N,肖本友,20190618092616206tcgif,湘妆20160004,湖南省药品监督管理局,吴静红,长沙市食品药品监督管理局,陈李、李晔,2021-09-06,2019-06-26,覃永忠,206
2063,91510923071406745P,何文琼,一般液态单元（护肤水类）；粉单元（散粉类、浴盐类）,大英县蓬莱镇工业集中发展区盛马大道西段74号,四川奥骞科技有限公司,四川省遂宁市大英县蓬莱镇工业集中发展区盛马大道西段74号,N,何文琼,20190523155137201rj213,川妆20190005,四川省药品监督管理局,段文斌,遂宁市市场监督管理局,杨琪、陈德贵,2024-06-23,2019-06-24,曾继奎,201
2064,91440111558382132R,黄建军,一般液态单元（护发清洁类、染烫发类）；粉单元（浴盐类）,广州市白云区永平街东平东凤西路东源街8号,广州美飘扬化妆品有限公司,广州市白云区永平街东平东凤西路东源街8号1-4楼,Y,黄建军,,粤妆20190035,广东省药品监督管理局,艾发永,白云区局永平食品药品监督管理所,潘嗣茂、周基伟,2024-02-14,2019-06-20,严振,206
2065,91440111304372209G,王青森,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区大朗村大朗东路1号10社工业区B4栋,广州市白云区珀澳化妆品厂,广州市白云区大朗村大朗东路1号10社工业区B栋四楼,Y,王青森,,粤妆20180224,广东省药品监督管理局,王清正,白云区局白云湖食品药品监督管理所,阮家兴、陈昕锋,2023-10-31,2019-06-20,严振,206
2066,91440101MA59TPAY29,张尚俸,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区大沥欧庄街6号1楼,广州壹品生物技术有限公司,广州市白云区大沥欧庄街6号1-3楼,Y,张尚俸,,粤妆20180131,广东省药品监督管理局,杨喜会,白云区局太和食品药品监督管理所,任卫红、黄礼杰,2023-05-28,2019-06-20,严振,206
2067,91440111347370561B,沈敬国,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市白云区江高镇夏荷路11号,广州百家灸生物科技有限公司,广州市白云区江高镇夏荷路11号,Y,沈敬国,,粤妆20170478,广东省药品监督管理局,李宜,白云区局江高食品药品监督管理所,朱志杰、许焯文,2022-08-29,2019-06-20,严振,206
2068,91330783MA2E6M2P3M,林芝杰,粉单元；蜡基单元；（具体产品类别见副本） ,浙江省金华市东阳市浙江省金华市东阳市白云街道甑山路53-2号二楼,浙江彤美生物科技有限公司,浙江省金华市东阳市白云街道甑山路53-2号二楼,Y,林芝杰,,浙妆20190025,浙江省药品监督管理局,张玲玲,东阳市市场监督管理局,程亚汇，李华东,2024-06-18,2019-06-19,苏志良,201
2069,91330702MA2E5UEW38,陈亚平,蜡基单元；（具体产品类别见副本） ,浙江省金华市婺城区浙江省金华市婺城区白龙桥镇洞溪工业区3幢,金华大美化妆品有限公司,浙江省金华市婺城区白龙桥镇洞溪工业区3幢3层,Y,陈亚平,,浙妆20190023,浙江省药品监督管理局,张娅静,金华市婺城区市场监督管理局,吕一强，董生法,2024-06-18,2019-06-19,苏志良,201
2070,91330784069227932M,应中和,一般液态单元；膏霜乳液单元；（具体产品类别见副本） ,浙江省金华市永康市浙江省金华市永康市经济开发区唐山路9号,浙江桑得生物科技有限公司,产址1:浙江省金华市永康市经济开发区唐山路9号,Y,应中和,,浙妆20160030,浙江省食品药品监督管理局,方云峰,永康市市场监督管理局,舒可  周志强,2023-08-20,2019-06-17,陈书来,206
2071,91440101MA5AW0NB62,张国庆,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区白云湖街夏茅一社苗方工业园1-2楼,广州苗方化妆品有限公司,广州市白云区白云湖街夏茅一社苗方工业园2楼左侧,Y,秦井宝,,粤妆20190118,广东省药品监督管理局,庞炳岑,白云区局白云湖食品药品监督管理所,阮家兴、陈昕锋,2024-06-16,2019-06-17,严振,201
2072,91440111331495618G,许任杰,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）；粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市白云区嘉禾街新科六社工业区水坑窿自编8号,广州无限美化妆品有限公司,广州市白云区嘉禾街新科六社工业区水坑窿自编8号,Y,许燕玉,,粤妆20160281,广东省药品监督管理局,毕文桦,白云区局嘉禾食品药品监督管理所,莫国强、唐志成,2024-06-16,2019-06-17,严振,206
2073,91420100177701670K,陈平,一般液态单元（啫喱类、护肤水类）；膏霜乳液单元（护肤清洁类）,湖北省武汉市武昌南湖周家湾100号,马应龙药业集团股份有限公司,湖北省武汉市武昌南湖周家湾100号,N,陈平,20190614104827206kr6p8,鄂妆20160009,武汉市食品药品监督管理局,田正军,武汉市洪山区食品药品监督管理局,高杰华、陈超英,2021-10-18,2019-06-17,,206
2074,91440101MA5AYBKC61,王永忠,气雾剂及有机溶剂单元（有机溶剂类）,广州市花都区花东镇顺祥路15号之二空港微观产业园C栋D区第202号（空港花都）,广州韩流生物科技有限公司,广州市花都区花东镇顺祥路15号之二空港微观产业园C栋D区第202号（空港花都）,Y,王永忠,,粤妆20190115,广东省药品监督管理局,王文兴,花都区局花东食品药品监管所,黄毅勇、凡政生、袁浩、郑宏华,2024-06-13,2019-06-14,严振,201
2075,91450100MA5L9EHD7C,陈卫华,一般液态单元（护发清洁类）,南宁市通源路8号皇氏食品标准厂房一期工程-2号丁类标准厂房204号,广西正为生物科技有限公司,广西壮族自治区南宁市通源路8号皇氏食品标准厂房一期工程-2号丁类标准厂房204号,N,陈卫华,20190304140013201aaetf,桂妆20190005,广西壮族自治区药品监督管理局,陈志辉,广西壮族自治区药品监督管理局,陈世东、施海伶,2024-06-13,2019-06-14,黄琛,201
2076,91330782MA29M3JG9J,张敢,膏霜乳液单元-不含眼部用护肤类、婴儿和儿童用护肤类化妆品；牙膏单元；一般液态单元-不含眼部用护肤类、婴儿和儿童用护肤类化妆品；（具体产品类别见副本） ,浙江省金华市义乌市浙江省金华市义乌市义亭镇相宜路90号A幢,义乌市广续日用品有限公司,浙江省金华市义乌市义亭镇相宜路90号A幢,Y,张敢,,浙妆20170050,浙江省药品监督管理局,张晗,义乌市市场监督管理局,杨志琴、李康,2022-12-26,2019-06-12,陈智慧,206
2077,91330226MA2911461R,何伟,一般液态单元；膏霜乳液单元；（具体产品类别见副本） ,浙江省宁波市宁海县浙江省宁波市宁海县桃源街道科九南路6号,宁波曜湖生物科技有限公司,浙江省宁波市宁海县桃源街道科九南路6号,Y,葛清云,,浙妆20170047,浙江省药品监督管理局,王可衣,宁海县市场监督管理局,江慧琴，陈巧巧,2022-11-23,2019-06-12,陈时飞,206
2078,91440101618435356Q,司徒小玲,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市黄埔区九龙镇九佛西路塔腰岭街38号,广州上进化工有限公司,广州市黄埔区九龙镇九佛西路塔腰岭街38号,Y,马才就,,粤妆20170145,广东省药品监督管理局,司徒小玲,黄埔区食品药品监督管理局,罗宏彪、刘斌、张杰,2022-01-23,2019-06-12,严振,206
2079,91440101MA59K7GM4E,吴楚霞,粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市白云区白云湖街大朗十一社工业区2栋3楼、4楼,广州市巴妮兰化妆品有限公司,广州市白云区白云湖街大朗十一社工业区2栋3楼、4楼,Y,吴楚霞,,粤妆20170536,广东省药品监督管理局,吴伟锋,白云区局白云湖食品药品监督管理所,阮家兴、陈昕锋,2022-10-09,2019-06-11,严振,206
2080,91440600MA4WGGEG4X,邹颖周,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,佛山市南海区狮山镇博爱中路23号（住所申报）,广东美之源生物科技股份有限公司,佛山市南海区狮山镇博爱中路23号,Y,邹颖周,,粤妆20170436,广东省药品监督管理局,付汝安,佛山市市场监督管理局 南海区市场监督管理局,由日常监督管理机构指派,2022-07-20,2019-06-11,严振,206
2081,91371302MA3CAKED8E,杜晓艳,一般液态单元（护发清洁类），膏霜乳液单元（护肤清洁类）,山东省临沂市兰山区白沙埠镇东孝友村工业园,临沂市兰山区千烨化妆品厂,山东省临沂市兰山区白沙埠镇东孝友村工业园,Y,杜晓艳,,鲁妆20190005,山东省食品药品监督管理局,王加乾,临沂市兰山区市场监督管理局,刘宇、臧玲娜,2024-06-05,2019-06-06,史国生,201
2082,91310117590427628A,徐建华,一般液态单元（护肤水类#）；膏霜乳液单元（护肤清洁类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市松江区佘山镇沈砖公路3129弄17-2号,恩赐生物科技（上海）有限公司,上海市松江区佘山镇沈砖公路3129弄17-2号,Y,李伟行,,沪妆20160145,上海市药品监督管理局,刘凤林,上海市松江区市场监督管理局,汤晓平、柏俊华,2021-12-13,2019-06-06,郭术廷,206
2083,91421100597167726Y,邹春芳,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；粉单元（浴盐类）,湖北省麻城市经济开发区金广大道以南,圣菲之美（湖北）生物科技有限公司,湖北省麻城市经济开发区金广大道以南,N,邹超强,20190611102006206bv92p,鄂妆20160018,湖北省药品监督管理局,蔡志刚,湖北省药品监督管理局,刘敬爱、胡远明,2021-10-23,2019-06-06,傅建伟,206
2084,91430121320639137R,胡建锋,一般液态单元（护发清洁类#、护肤水类）；膏霜乳液单元（护发类、护肤清洁类#）注：#表示具备婴幼儿和儿童用护肤类化妆品生产条件,湖南省长沙县泉塘街道国际企业中心第7栋503-504号,湖南艾丽科技实业有限公司,湖南省长沙县泉塘街道国际企业中心第7栋503-504号,N,龙超前,20190527091452206dkxop,湘妆20160029,湖南省药品监督管理局,凌灿,长沙市药品监督管理局,陈李、李晔,2021-12-27,2019-06-05,李赤群,206
2085,91610722MA6YN2BOXN,李忠虎,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）,陕西省汉中市城固县北环路西段,陕西华鲵生物科技有限公司,陕西省汉中市城固县三合工业园区大鲵产业园,N,李忠虎,20190315121746201jffqc,陕妆20190004,陕西省药品监督管理局,郭屏兰,陕西省药品监督管理局,李琳、王利君,2024-06-04,2019-06-05,任彦保,201
2086,91321084MA1N5JWU8G,蔡明全,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,高邮市汤庄镇甸垛友好路188号,扬州兰兮药业有限公司,高邮市汤庄镇甸垛友好路188号,N,蔡明全,20190419141621201nb9bb,苏妆20190018,江苏省药品监督管理局,蔡璐,江苏省药品监督管理局,徐勤、周烽,2024-06-03,2019-06-04,于萌,201
2087,91420500MA489HL190,钟良,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；蜡基单元（蜡基类）,宜昌高新区兰台路19号,湖北省吉美化妆品有限公司,宜昌高新区兰台路19号,N,周正,20190603135132206oky75,鄂妆20160026,宜昌市市场监督管理局,吴刚,宜昌市市场监督管理局,张昊、韩露,2021-11-30,2019-06-04,屈征,206
2088,91440607MA52FF2P8N,何兴,气雾剂及有机溶剂单元（有机溶剂类）,佛山市三水区乐平镇中心科技工业区规划B小区内9号地（F8）四楼（住所申报）,佛山市蓝狐生物科技有限公司,佛山市三水区乐平镇中心科技工业区规划B小区内9号地（F8）四楼,Y,何兴,,粤妆20190113,广东省药品监督管理局,陈钱,佛山市市场监督管理局 三水区市场监督管理局,由日常监督机构指派,2024-06-02,2019-06-03,严振,201
2089,91440111327561897J,卢智勇,粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市白云区太和镇龙归夏良南胜工业区四号D栋三楼,广州妆姿化妆品有限公司,广州市白云区太和镇龙归夏良南胜工业区四号D栋三楼、四楼,Y,卢智勇,,粤妆20160305,广东省药品监督管理局,苏婉萍,白云区局太和食品药品监督管理所,黄礼杰、任卫红,2024-06-02,2019-06-03,严振,206
2090,91440111596172566Y,张英潮,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区人和镇明星村明星南路23号,广州自然爱生物科技有限公司,广州市白云区人和镇明星村明星南路23号,Y,张楚贞,,粤妆20170430,广东省药品监督管理局,雷雪圣,白云区局人和食品药品监督管理所,郭占恒、黄建新,2022-07-16,2019-05-31,严振,206
2091,91320404720672155G,吴金龙,一般液态单元（护发清洁类）,江苏省常州市钟楼区邹区镇泰东路158号,江苏常泰纳米材料有限公司,江苏省常州市钟楼区邹区镇泰东路158号,N,吴金龙,201905081855302018vjrh,苏妆20190017,江苏省药品监督管理局,况余春,江苏省药品监督管理局,徐勤、周烽,2024-05-30,2019-05-31,于萌,201
2092,91440101MA5CJUQX81,王纪东,蜡基单元（蜡基类）,广州市白云区钟落潭镇良田环村西路38号B栋5楼（自主申报）,广州美易生物科技有限公司,广州市白云区钟落潭镇良田环村西路38号B栋5楼（自主申报）,Y,王纪东,,粤妆20190110,广东省药品监督管理局,徐俊杰,白云区局钟落潭食品药品监督管理所,谢庆行、梁嘉伦,2024-05-28,2019-05-29,严振,201
2093,91450300MA5MYHBR92,钟铭,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）,桂林市七星区铁山工业园紫杉路8号桂林金源软件研发基地4#楼4楼,桂林美锐生物科技有限公司,桂林市七星区铁山工业园紫杉路8号桂林金源软件研发基地4#楼4楼,N,钟铭,201903051356592019h9vo,桂妆20190002,广西壮族自治区药品监督管理局,周爱华,广西壮族自治区药品监督管理局,陈世东、施海伶,2024-05-28,2019-05-29,黄琛,201
2094,91330702MA29M17J13,朱文进,粉单元；蜡基单元；（具体产品类别见副本） ,浙江省金华市婺城区浙江省金华市婺城区竹马乡四-3号地块3#厂房3、4、5楼,浙江卡美娜化妆品有限公司,浙江省金华市婺城区竹马乡四-3号地块3#厂房3、4、5楼,Y,朱文进,,浙妆20170053,浙江省食品药品监督管理局,陈士欢,金华市婺城区市场监督管理局,吕一强  董生法,2022-12-26,2019-05-28,陈书来,206
2095,91440101MA5CLK2682,欧阳步青,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市花都区花东镇先科二路23号8号楼,广州市科馨生物科技有限公司,广州市花都区花东镇先科二路23号8号楼3楼A、B1、C1区,Y,张伟强,,粤妆20190107,广东省药品监督管理局,吴忠富,花都区局花东食品药品监管所,黄毅勇、凡政生、袁浩、郑宏华,2024-05-27,2019-05-28,严振,201
2096,914401110611079603,郑军,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区民营科技园科创路C03号,广州千清丝化妆品有限公司,广州市白云区民营科技园科创路C03,Y,郑军,,粤妆20160791,广东省药品监督管理局,钱千里,白云区局太和食品药品监督管理所,黄礼杰、任卫红,2024-05-27,2019-05-28,严振,206
2097,91331003MA28GDH33N,吴文岳,一般液态单元-不含眼部用护肤类、婴儿和儿童用护肤类化妆品（具体产品类别见副本） ,浙江省台州市黄岩区浙江省台州市黄岩区江口食品园区德俭路21号,浙江竹之语生物科技股份有限公司,浙江省台州市黄岩区江口食品园区德俭路21号,Y,吴文岳,,浙妆20170004,浙江省食品药品监督管理局,杨志毅,台州市市场监督管理局,卢旺兵、陈秀丽,2022-01-10,2019-05-27,苏志良,206
2098,91440101MA5CJR9X1P,陈晓敏,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类、块状粉类）,广州市白云区太和镇夏良村夏良路358号（自主申报）,广州美之熙生物科技有限公司,广州市白云区太和镇夏良村夏良路358号1栋一楼、二楼、三楼,Y,陈晓民,,粤妆20190108,广东省药品监督管理局,吴主雄,白云区局太和食品药品监督管理所,任卫红、黄礼杰,2024-05-23,2019-05-24,严振,201
